Week,Mean_cases_per_100k,Median_cases_per_100k,Mode_cases_per_100k,Mean_deaths_per_100k,Median_deaths_per_100k,Mode_deaths_per_100k
2022-11-07/2022-11-13,6.571291577519424,0.0,0.0,0.062400869618519005,0.0,0.0
2022-11-14/2022-11-20,5.011269837056449,0.0,0.0,0.05760080272478678,0.0,0.0
2022-11-21/2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-28/2022-12-04,6.600091978881818,0.0,0.0,0.08160113719344793,0.0,0.0
2022-12-05/2022-12-11,25.022748717026122,0.0,0.0,0.08160113719344793,0.0,0.0
2022-12-12/2022-12-18,15.62421773909841,0.0,0.0,0.05760080272478678,0.0,0.0
2022-12-19/2022-12-25,21.18269520204034,0.0,0.0,0.09600133787464463,0.0,0.0
2022-12-26/2023-01-01,43.52700659236387,0.0,0.0,0.06720093651225123,0.0,0.0
2023-01-02/2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09/2023-01-15,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-16/2023-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-23/2023-01-29,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-30/2023-02-05,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06/2023-02-12,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13/2023-02-19,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-20/2023-02-26,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-27/2023-03-05,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06/2023-03-12,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-13/2023-03-19,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-20/2023-03-26,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27/2023-04-02,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03/2023-04-09,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10/2023-04-16,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17/2023-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-24/2023-04-30,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01/2023-05-07,189.4922407638673,0.0,0.0,1.7904249513621224,0.0,0.0
2023-05-08/2023-05-14,4.480062434150082,0.0,0.0,0.022400312170750416,0.0,0.0
2023-05-15/2023-05-21,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-22/2023-05-28,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-29/2023-06-04,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-12/2023-06-18,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-19/2023-06-25,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-26/2023-07-02,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03/2023-07-09,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-10/2023-07-16,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-17/2023-07-23,0.0,0.0,0.0,0.0,0.0,0.0
