Week,Mean_cases_per_100k,Median_cases_per_100k,Mode_cases_per_100k,Mean_deaths_per_100k,Median_deaths_per_100k,Mode_deaths_per_100k
2020-12-21/2020-12-27,50.018166259041664,51.42510205280726,0.0,0.5995465030251117,0.7834074306194795,0.0
2020-12-28/2021-01-03,50.281966720372715,62.840467470405386,0.0,0.7514316171248068,0.6714920833881253,0.0
2021-01-04/2021-01-10,57.236706155464006,59.65088007431179,24.173715001972507,0.6874799901354615,0.559576736156771,0.33574604169406264
2021-01-11/2021-01-17,47.06040351078445,45.10188493423574,0.0,0.5835585962777755,0.1119153472313542,0.0
2021-01-18/2021-01-24,31.592103732736557,33.462688822174904,0.0,0.4956251091674258,0.0559576736156771,0.0
2021-01-25/2021-01-31,25.39678986814374,29.48969399546183,0.0,0.44766138892541685,0.33574604169406264,0.0
2021-02-01/2021-02-07,20.192726221885767,22.60690014073355,0.0,0.33574604169406264,0.33574604169406264,0.0
2021-02-08/2021-02-14,18.18624392509506,19.641143439102663,0.0,0.29577627482572183,0.2797883680783855,0.0
2021-02-15/2021-02-21,13.317926320531152,16.003894654083652,0.0,0.17586697422069947,0.0,0.0
2021-02-22/2021-02-28,15.939943027094305,15.83602163323662,0.0,0.2717944147047174,0.0559576736156771,0.0
2021-03-01/2021-03-07,14.285194678744997,16.731344411087452,0.0,0.151885114099695,0.1119153472313542,0.0
2021-03-08/2021-03-14,18.426062526305106,20.368593196106467,0.0,0.24781255458371287,0.16787302084703132,0.0
2021-03-15/2021-03-21,17.466788121464923,19.529228091871307,0.0,0.26380046133104923,0.16787302084703132,0.1119153472313542
2021-03-22/2021-03-28,16.051858374325658,19.025609029330212,0.0559576736156771,0.10392139385768603,0.0559576736156771,0.0
2021-03-29/2021-04-04,14.005406310666613,0.0,0.0,0.07993953373668158,0.0,0.0
2021-04-05/2021-04-11,17.53073974845427,18.857736008483183,0.0,0.21583674108904025,0.2238306944627084,0.1119153472313542
2021-04-12/2021-04-18,11.15156495626708,11.863026806523544,0.0,0.19185488096803577,0.16787302084703132,0.0
2021-04-19/2021-04-25,11.303450070366775,13.094095626068443,0.0,0.1119153472313542,0.0,0.0
2021-04-26/2021-05-02,11.775093319413196,11.751111459292192,0.0,0.11990930060502236,0.0559576736156771,0.0
2021-05-03/2021-05-09,9.049155218992354,10.464084966131619,0.0,0.11990930060502236,0.0,0.0
2021-05-10/2021-05-16,8.953227778508337,4.532571562869846,0.0,0.06395162698934526,0.0,0.0
2021-05-17/2021-05-23,9.272985913455063,10.520042639747295,0.0,0.08793348711034973,0.0,0.0
2021-05-24/2021-05-30,7.546291984742742,7.55428593811641,0.0,0.07993953373668157,0.1119153472313542,0.0
2021-05-31/2021-06-06,6.259265491582168,8.50556638958292,0.0,0.08793348711034973,0.0,0.0
2021-06-07/2021-06-13,5.755646429041073,6.603005486649898,0.0,0.11990930060502236,0.0,0.0
2021-06-14/2021-06-20,3.925031106471065,4.868317604563908,0.0,0.04796372024200895,0.0,0.0
2021-06-21/2021-06-27,5.46786410758902,4.980232951795262,0.0,0.18386092759436765,0.1119153472313542,0.0
2021-06-28/2021-07-04,3.8530855261080523,4.644486910101199,0.0,0.10392139385768605,0.1119153472313542,0.0
2021-07-05/2021-07-11,5.2680152732473156,6.882793854728283,0.0,0.0559576736156771,0.0559576736156771,0.0
2021-07-12/2021-07-18,8.193802208009862,4.812359930948231,0.0,0.06395162698934526,0.0,0.0
2021-07-19/2021-07-25,10.943722168551707,13.038137952452766,0.0,0.07993953373668158,0.0559576736156771,0.0
2021-07-26/2021-08-01,18.058340671116365,20.0328471544124,0.0,0.1119153472313542,0.0559576736156771,0.0
2021-08-02/2021-08-08,17.466788121464923,0.0,0.0,0.10392139385768605,0.0,0.0
2021-08-09/2021-08-15,43.039444963829354,41.184847781138345,0.0,0.2797883680783855,0.0,0.0
2021-08-16/2021-08-22,39.05046223036895,44.4863505244633,0.0,0.30377022819939,0.1119153472313542,0.0
2021-08-23/2021-08-29,39.55408129291004,46.6686997954747,0.0,0.35173394844139894,0.2797883680783855,0.0
2021-08-30/2021-09-05,61.13775540181406,68.4362348319731,0.0,0.4156855754307442,0.2238306944627084,0.0
2021-09-06/2021-09-12,56.669135465933564,0.0,0.0,0.6475102232671208,0.0,0.0
2021-09-13/2021-09-19,55.18226013843129,68.15644646389471,0.0,1.1191534723135421,1.119153472313542,0.0
2021-09-20/2021-09-26,81.64224580527288,75.76669007562678,0.0,1.223074866171228,1.4548995140076046,0.0
2021-09-27/2021-10-03,74.82340357753394,94.23272236880024,0.0,1.422923700512932,1.3429841667762505,0.0
2021-10-04/2021-10-10,68.46021669209411,76.4941398326306,0.0,1.4868753275022772,1.3429841667762505,0.0
2021-10-11/2021-10-17,67.26911763941754,0.0,0.0,1.071189752071533,0.0,0.0
2021-10-18/2021-10-24,65.53442975733155,0.0,0.0,1.2150809127975601,0.0,0.0
2021-10-25/2021-10-31,52.712128545967836,60.21045681046856,0.0,1.0472078919505285,1.3989418403919276,0.0
2021-11-01/2021-11-07,40.5932952314869,44.93401191338871,0.0,0.8793348711034973,0.8393651042351566,0.0
2021-11-08/2021-11-14,28.98607493292074,40.51335569775022,0.0,0.7274497570038024,0.16787302084703132,0.0
2021-11-15/2021-11-21,27.770994020123176,36.37248785019012,0.0,0.8793348711034973,0.9512804514665107,0.0
2021-11-22/2021-11-28,19.77704064645502,21.879450383729747,0.0,0.36772185518873524,0.0,0.0
2021-11-29/2021-12-05,25.140983360186357,33.2388581277122,0.0,0.6235283631461163,0.4476613889254168,0.0
2021-12-06/2021-12-12,22.798755021701588,27.3633023980661,0.0,0.47164324904642135,0.4476613889254168,0.0
2021-12-13/2021-12-19,18.31414717907375,21.767535036498394,0.0,0.31975813494672634,0.2238306944627084,0.0
2021-12-20/2021-12-26,15.31641466394819,19.864974133565372,0.0,0.2478125545837129,0.0,0.0
2021-12-27/2022-01-02,29.225893534130783,40.45739802413454,0.0,0.5036190625410939,0.0559576736156771,0.0
2022-01-03/2022-01-09,61.40954981651878,74.70349427692894,0.0,0.5835585962777755,0.2238306944627084,0.0
2022-01-10/2022-01-16,100.92366134256051,129.7658451147552,0.0,0.27978836807838553,0.16787302084703132,0.0
2022-01-17/2022-01-23,131.27670230237848,193.7814237310898,0.0,0.42367952880441234,0.33574604169406264,0.0
2022-01-24/2022-01-30,159.7431702660108,204.41338171806848,0.0,0.6155344097724481,0.4476613889254168,0.0
2022-01-31/2022-02-06,108.88563890273397,130.15754883006494,0.0,0.6235283631461163,0.6714920833881253,0.0
2022-02-07/2022-02-13,98.58942695744939,129.4860567466768,0.0,0.5995465030251117,0.0559576736156771,0.0
2022-02-14/2022-02-20,90.5235280034182,121.81985546132906,0.0,0.967268358213847,1.119153472313542,0.0
2022-02-21/2022-02-27,82.0659253340773,114.76918858575374,0.0,0.4476613889254168,0.39170371530973974,0.0
2022-02-28/2022-03-06,70.70651759009485,87.57375920853465,0.0,0.46364929567275315,0.5036190625410939,0.0
2022-03-07/2022-03-13,43.55105797974412,48.68317604563908,0.0,0.24781255458371287,0.2797883680783855,0.0
2022-03-14/2022-03-20,32.03177116828831,33.126942780480846,0.0,0.11990930060502238,0.0,0.0
2022-03-21/2022-03-27,12.878258884979402,9.512804514665106,0.0,0.2638004613310492,0.0,0.0
2022-03-28/2022-04-03,5.284003179994651,6.491090139418543,0.0,0.07194558036301342,0.0559576736156771,0.0
2022-04-04/2022-04-10,3.413418090556303,2.965756701630886,0.0,0.151885114099695,0.16787302084703132,0.0
2022-04-11/2022-04-17,3.221563209588268,2.4061799654741156,0.0,0.14389116072602684,0.1119153472313542,0.0
2022-04-18/2022-04-24,4.03694645370242,0.0,0.0,0.07194558036301342,0.0,0.0
2022-04-25/2022-05-01,3.957006919965738,0.0,0.0,0.039969766868340785,0.0,0.0
2022-05-02/2022-05-08,6.523065952913216,0.0,0.0,0.007993953373668157,0.0,0.0
2022-05-09/2022-05-15,8.449608715967242,0.0,0.0,0.03996976686834079,0.0,0.0
2022-05-16/2022-05-22,10.791837054452012,0.0,0.0,0.023981860121004474,0.0,0.0
2022-05-23/2022-05-29,13.541757014993859,0.0,0.0,0.031975813494672635,0.0,0.0
2022-05-30/2022-06-05,15.676142565763257,0.0,0.0,0.015987906747336314,0.0,0.0
2022-06-06/2022-06-12,20.056829014533406,0.0,0.0,0.07194558036301342,0.0,0.0
2022-06-13/2022-06-19,19.825004366697026,0.0,0.0,0.023981860121004474,0.0,0.0
2022-06-20/2022-06-26,22.654863860975556,0.0,0.0,0.0959274404840179,0.0,0.0
2022-06-27/2022-07-03,26.80372566190933,0.0,0.0,0.11990930060502236,0.0,0.0
2022-07-04/2022-07-10,29.38577260160415,0.0,0.0,0.0959274404840179,0.0,0.0
2022-07-11/2022-07-17,21.479752715046338,0.0,0.0,0.007993953373668157,0.0,0.0
2022-07-18/2022-07-24,39.066450137116284,0.0,0.0,0.18386092759436762,0.0,0.0
2022-07-25/2022-07-31,26.51594334045728,0.0,0.0,0.14389116072602684,0.0,0.0
2022-08-01/2022-08-07,23.190458737011323,0.0,0.0,0.14389116072602684,0.0,0.0
2022-08-08/2022-08-14,19.55320995199231,0.0,0.0,0.055957673615677106,0.0,0.0
2022-08-15/2022-08-21,16.715356504340114,0.0,0.0,0.23981860121004475,0.0,0.0
2022-08-22/2022-08-28,15.732100239378935,0.0,0.0,0.1358972073523587,0.0,0.0
2022-08-29/2022-09-04,15.476293731421553,0.0,0.0,0.08793348711034975,0.0,0.0
2022-09-05/2022-09-11,12.478561216295995,0.0,0.0,0.10392139385768605,0.0,0.0
2022-09-12/2022-09-18,12.046887734117913,0.0,0.0,0.19984883434170395,0.0,0.0
2022-09-19/2022-09-25,12.166797034722935,0.0,0.0,0.07993953373668158,0.0,0.0
2022-09-26/2022-10-02,10.232260318295241,0.0,0.0,0.07993953373668157,0.0,0.0
2022-10-03/2022-10-09,9.065143125739691,0.0,0.0,0.08793348711034973,0.0,0.0
2022-10-10/2022-10-16,8.593499876693269,0.0,0.0,0.08793348711034973,0.0,0.0
2022-10-17/2022-10-23,5.803610149283082,0.0,0.0,0.039969766868340785,0.0,0.0
2022-10-24/2022-10-30,8.321705461988552,0.0,0.0,0.10392139385768605,0.0,0.0
2022-10-31/2022-11-06,8.273741741746543,0.0,0.0,0.07194558036301342,0.0,0.0
2022-11-07/2022-11-13,9.760617069248822,0.0,0.0,0.0959274404840179,0.0,0.0
2022-11-14/2022-11-20,9.920496136722182,0.0,0.0,0.07194558036301342,0.0,0.0
2022-11-21/2022-11-27,11.383389604103456,0.0,0.0,0.039969766868340785,0.0,0.0
2022-11-28/2022-12-04,11.687159832302848,0.0,0.0,0.1358972073523587,0.0,0.0
2022-12-05/2022-12-11,13.094095626068441,0.0,0.0,0.0959274404840179,0.0,0.0
2022-12-12/2022-12-18,10.623964033604981,0.0,0.0,0.055957673615677106,0.0,0.0
2022-12-19/2022-12-25,10.67992170722066,0.0,0.0,0.1279032539786905,0.0,0.0
2022-12-26/2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02/2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09/2023-01-15,25.037061966328668,0.0,0.0,0.2877823214520537,0.0,0.0
2023-01-16/2023-01-22,5.2680152732473156,0.0,0.0,0.039969766868340785,0.0,0.0
2023-01-23/2023-01-29,5.403912480599674,0.0,0.0,0.10392139385768605,0.0,0.0
2023-01-30/2023-02-05,5.627743175062383,0.0,0.0,0.1279032539786905,0.0,0.0
2023-02-06/2023-02-12,6.970727341838633,0.0,0.0,0.039969766868340785,0.0,0.0
2023-02-13/2023-02-19,7.690183145468767,0.0,0.0,0.08793348711034973,0.0,0.0
2023-02-20/2023-02-26,7.11461850256466,0.0,0.0,0.03197581349467263,0.0,0.0
2023-02-27/2023-03-05,11.351413790608785,0.0,0.0,0.04796372024200895,0.0,0.0
2023-03-06/2023-03-12,10.152320784558558,0.0,0.0,0.1358972073523587,0.0,0.0
2023-03-13/2023-03-19,7.7381468657107755,0.0,0.0,0.055957673615677106,0.0,0.0
2023-03-20/2023-03-26,5.843579916151424,0.0,0.0,0.15188511409969502,0.0,0.0
2023-03-27/2023-04-02,5.124124112521288,0.0,0.0,0.1279032539786905,0.0,0.0
2023-04-03/2023-04-09,4.860323651190241,0.0,0.0,0.055957673615677106,0.0,0.0
2023-04-10/2023-04-16,4.59652318985919,0.0,0.0,-0.015987906747336314,0.0,0.0
2023-04-17/2023-04-23,3.1656055359725905,0.0,0.0,0.04796372024200895,0.0,0.0
2023-04-24/2023-04-30,3.445393904050976,0.0,0.0,0.055957673615677106,0.0,0.0
2023-05-01/2023-05-07,2.837853447652196,0.0,0.0,0.04796372024200895,0.0,0.0
2023-05-08/2023-05-14,2.732599728232232,0.0,0.0,-0.027978836807838553,0.0,0.0
2023-05-15/2023-05-21,0.0,0.0,0.0,0.055957673615677106,0.0,0.0
2023-05-22/2023-05-28,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-29/2023-06-04,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-12/2023-06-18,0.0,0.0,0.0,0.055957673615677106,0.0,0.0
2023-06-19/2023-06-25,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-26/2023-07-02,0.0,0.0,0.0,0.015987906747336314,0.0,0.0
2023-07-03/2023-07-09,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-10/2023-07-16,0.0,0.0,0.0,0.03197581349467263,0.0,0.0
2023-07-17/2023-07-23,0.0,0.0,0.0,0.11191534723135421,0.0,0.0
